Symbol,Available_Shares,Last_Updated
RELT,10000,2024-12-11T19:45:03+00:00
RELX,800000,2024-12-11T19:45:03+00:00
RELY,5500000,2024-12-11T19:45:03+00:00
REM,350000,2024-12-11T19:45:03+00:00
REMI,5000,2024-12-11T19:45:03+00:00
REMRF,200000,2024-12-11T19:45:03+00:00
REMX,100000,2024-12-11T19:45:03+00:00
REMYY,25000,2024-12-11T19:45:03+00:00
RENB,35000,2024-12-11T19:45:03+00:00
RENE,25000,2024-12-11T19:45:03+00:00
RENEU,300,2024-12-11T19:45:03+00:00
RENO,150000,2024-12-11T19:45:03+00:00
RENT,15000,2024-12-11T19:45:03+00:00
RENU,300000,2024-12-11T19:45:03+00:00
RENW,200,2024-12-11T19:45:03+00:00
REOP,200,2024-12-11T19:45:03+00:00
REOS,350000,2024-12-11T19:45:03+00:00
REPCF,7000,2024-12-11T19:45:03+00:00
REPL,4300000,2024-12-11T19:45:03+00:00
REPO,1000,2024-12-11T19:45:03+00:00
REPX,350000,2024-12-11T19:45:03+00:00
REPYY,450000,2024-12-11T19:45:03+00:00
RERE,3800000,2024-12-11T19:45:03+00:00
RES,350000,2024-12-11T19:45:03+00:00
RESCU,1500000,2024-12-11T19:45:03+00:00
RETL,7000,2024-12-11T19:45:03+00:00
RETO,100000,2024-12-11T19:45:03+00:00
REVB,550000,2024-12-11T19:45:03+00:00
REVG,1000000,2024-12-11T19:45:03+00:00
REVO,2900000,2024-12-11T19:45:03+00:00
REVUQ,850000,2024-12-11T19:45:03+00:00
REVVF,5000,2024-12-11T19:45:03+00:00
REW,9000,2024-12-11T19:45:03+00:00
REX,500000,2024-12-11T19:45:03+00:00
REXR,10000000,2024-12-11T19:45:03+00:00
REXR PRB,100000,2024-12-11T19:45:03+00:00
REXR PRC,20000,2024-12-11T19:45:03+00:00
REYN,1900000,2024-12-11T19:45:03+00:00
REZ,55000,2024-12-11T19:45:03+00:00
REZI,3600000,2024-12-11T19:45:03+00:00
REZNF,750000,2024-12-11T19:45:03+00:00
REZZF,1200000,2024-12-11T19:45:03+00:00
RF,10000000,2024-12-11T19:45:03+00:00
RF PRC,35000,2024-12-11T19:45:03+00:00
RF PRE,55000,2024-12-11T19:45:03+00:00
RF PRF,200000,2024-12-11T19:45:03+00:00
RFAC,15000,2024-12-11T19:45:03+00:00
RFACU,200,2024-12-11T19:45:03+00:00
RFAI,200000,2024-12-11T19:45:03+00:00
RFAIU,2000,2024-12-11T19:45:03+00:00
RFBC,60000,2024-12-11T19:45:03+00:00
RFCI,500,2024-12-11T19:45:03+00:00
RFCS,200000,2024-12-11T19:45:03+00:00
RFDI,64,2024-12-11T19:45:03+00:00
RFG,5000,2024-12-11T19:45:03+00:00
RFHRF,400000,2024-12-11T19:45:03+00:00
RFI,150000,2024-12-11T19:45:03+00:00
RFII,400000,2024-12-11T19:45:03+00:00
RFIL,150000,2024-12-11T19:45:03+00:00
RFL,1400000,2024-12-11T19:45:03+00:00
RFLXF,150000,2024-12-11T19:45:03+00:00
RFM,15000,2024-12-11T19:45:03+00:00
RFMCF,100000,2024-12-11T19:45:03+00:00
RFMK,800,2024-12-11T19:45:03+00:00
RFMZ,100000,2024-12-11T19:45:03+00:00
RFNS,1700000,2024-12-11T19:45:03+00:00
RFV,3000,2024-12-11T19:45:03+00:00
RFXRF,5000,2024-12-11T19:45:03+00:00
RGA,1600000,2024-12-11T19:45:03+00:00
RGBP,300000,2024-12-11T19:45:03+00:00
RGC,10000,2024-12-11T19:45:03+00:00
RGCCF,75000,2024-12-11T19:45:03+00:00
RGCO,70000,2024-12-11T19:45:03+00:00
RGDEF,90000,2024-12-11T19:45:03+00:00
RGDXQ,600000,2024-12-11T19:45:03+00:00
RGEF,200,2024-12-11T19:45:03+00:00
RGEN,1300000,2024-12-11T19:45:03+00:00
RGF,1000000,2024-12-11T19:45:03+00:00
RGFR,150000,2024-12-11T19:45:03+00:00
RGGI,1900000,2024-12-11T19:45:03+00:00
RGIN,10000,2024-12-11T19:45:03+00:00
RGLD,1200000,2024-12-11T19:45:03+00:00
RGLG,650000,2024-12-11T19:45:03+00:00
RGLS,600000,2024-12-11T19:45:03+00:00
RGLXY,100,2024-12-11T19:45:03+00:00
RGNA,1500000,2024-12-11T19:45:03+00:00
RGNX,1000000,2024-12-11T19:45:03+00:00
RGP,950000,2024-12-11T19:45:03+00:00
RGR,250000,2024-12-11T19:45:03+00:00
RGRX,4000,2024-12-11T19:45:03+00:00
RGS,350000,2024-12-11T19:45:03+00:00
RGSG,4000,2024-12-11T19:45:03+00:00
RGT,100,2024-12-11T19:45:03+00:00
RGTI,1100000,2024-12-11T19:45:03+00:00
RGTPQ,150000,2024-12-11T19:45:03+00:00
RGUS,90000,2024-12-11T19:45:03+00:00
RGXTF,100000,2024-12-11T19:45:03+00:00
RH,400000,2024-12-11T19:45:03+00:00
RHCO,2300000,2024-12-11T19:45:03+00:00
RHE,100000,2024-12-11T19:45:03+00:00
RHE PRA,20000,2024-12-11T19:45:03+00:00
RHEPB,150000,2024-12-11T19:45:03+00:00
RHHBY,100000,2024-12-11T19:45:03+00:00
RHI,2100000,2024-12-11T19:45:03+00:00
RHP,1800000,2024-12-11T19:45:03+00:00
RHSC,25000,2024-12-11T19:45:03+00:00
RHTX,700,2024-12-11T19:45:03+00:00
RIBT,100000,2024-12-11T19:45:03+00:00
RICFY,100,2024-12-11T19:45:03+00:00
RICK,450000,2024-12-11T19:45:03+00:00
RICOY,200,2024-12-11T19:45:03+00:00
RIET,100000,2024-12-11T19:45:03+00:00
RIG,4200000,2024-12-11T19:45:03+00:00
RIGG,100,2024-12-11T19:45:03+00:00
RIGH,10000000,2024-12-11T19:45:03+00:00
RIGL,950000,2024-12-11T19:45:03+00:00
RIGMF,30000,2024-12-11T19:45:03+00:00
RIGS,1000,2024-12-11T19:45:03+00:00
RIHT,500000,2024-12-11T19:45:03+00:00
RIIC,20000,2024-12-11T19:45:03+00:00
RIINF,550000,2024-12-11T19:45:03+00:00
RILY,70000,2024-12-11T19:45:03+00:00
RILYG,600000,2024-12-11T19:45:03+00:00
RILYL,50000,2024-12-11T19:45:03+00:00
RILYM,95000,2024-12-11T19:45:03+00:00
RILYN,150000,2024-12-11T19:45:03+00:00
RILYP,100000,2024-12-11T19:45:03+00:00
RILYT,350000,2024-12-11T19:45:03+00:00
RILYZ,7000,2024-12-11T19:45:03+00:00
RIME,400000,2024-12-11T19:45:03+00:00
RINC,35000,2024-12-11T19:45:03+00:00
RINF,10000,2024-12-11T19:45:03+00:00
RING,150000,2024-12-11T19:45:03+00:00
RINO,65000,2024-12-11T19:45:03+00:00
RIO,2100000,2024-12-11T19:45:03+00:00
RIOB,3000,2024-12-11T19:45:03+00:00
RIOCF,45000,2024-12-11T19:45:03+00:00
RIOFF,4900000,2024-12-11T19:45:03+00:00
RIOT,900000,2024-12-11T19:45:03+00:00
RISR,10000,2024-12-11T19:45:03+00:00
RITA,1000,2024-12-11T19:45:03+00:00
RITE,10000000,2024-12-11T19:45:03+00:00
RITM,10000000,2024-12-11T19:45:03+00:00
RITM PRA,350000,2024-12-11T19:45:03+00:00
RITM PRB,750000,2024-12-11T19:45:03+00:00
RITM PRC,550000,2024-12-11T19:45:03+00:00
RITM PRD,550000,2024-12-11T19:45:03+00:00
RITR,65000,2024-12-11T19:45:03+00:00
RIV,150000,2024-12-11T19:45:03+00:00
RIV PRA,65000,2024-12-11T19:45:03+00:00
RIVF,10000,2024-12-11T19:45:03+00:00
RIVN,2600000,2024-12-11T19:45:03+00:00
RJDG,4800000,2024-12-11T19:45:03+00:00
RJF,4100000,2024-12-11T19:45:03+00:00
RJF PRB,10000,2024-12-11T19:45:03+00:00
RJKAF,10000,2024-12-11T19:45:03+00:00
RKDA,2000,2024-12-11T19:45:03+00:00
RKLB,10000000,2024-12-11T19:45:03+00:00
RKLC,10000000,2024-12-11T19:45:03+00:00
RKMSF,100000,2024-12-11T19:45:03+00:00
RKOS,1000,2024-12-11T19:45:03+00:00
RKT,1800000,2024-12-11T19:45:03+00:00
RKTE,10000000,2024-12-11T19:45:03+00:00
RKUNY,30000,2024-12-11T19:45:03+00:00
RL,1100000,2024-12-11T19:45:03+00:00
RLAB,3000,2024-12-11T19:45:03+00:00
RLAIF,250000,2024-12-11T19:45:03+00:00
RLAY,3800000,2024-12-11T19:45:03+00:00
RLBD,1100000,2024-12-11T19:45:03+00:00
RLBY,200000,2024-12-11T19:45:03+00:00
RLEA,15000,2024-12-11T19:45:03+00:00
RLFTY,4000,2024-12-11T19:45:03+00:00
RLGT,600000,2024-12-11T19:45:03+00:00
RLI,1500000,2024-12-11T19:45:03+00:00
RLIA,300000,2024-12-11T19:45:03+00:00
RLJ,3500000,2024-12-11T19:45:03+00:00
RLJ PRA,200000,2024-12-11T19:45:03+00:00
RLMD,250000,2024-12-11T19:45:03+00:00
RLTR,600000,2024-12-11T19:45:03+00:00
RLTY,200000,2024-12-11T19:45:03+00:00
RLX,10000000,2024-12-11T19:45:03+00:00
RLY,15000,2024-12-11T19:45:03+00:00
RLYB,200000,2024-12-11T19:45:03+00:00
RLYC,650000,2024-12-11T19:45:03+00:00
RLYGF,7000,2024-12-11T19:45:03+00:00
RM,300000,2024-12-11T19:45:03+00:00
RMAX,450000,2024-12-11T19:45:03+00:00
RMBI,65000,2024-12-11T19:45:03+00:00
RMBL,7300000,2024-12-11T19:45:03+00:00
RMBS,6700000,2024-12-11T19:45:03+00:00
RMCF,200000,2024-12-11T19:45:03+00:00
RMCO,100000,2024-12-11T19:45:03+00:00
RMD,1400000,2024-12-11T19:45:03+00:00
RMESF,3,2024-12-11T19:45:03+00:00
RMGCF,4000,2024-12-11T19:45:03+00:00
RMGUF,100,2024-12-11T19:45:03+00:00
RMHB,200000,2024-12-11T19:45:03+00:00
RMHI,1000,2024-12-11T19:45:03+00:00
RMI,1000,2024-12-11T19:45:03+00:00
RMIF,200,2024-12-11T19:45:03+00:00
RMLFF,4000000,2024-12-11T19:45:03+00:00
RMM,40000,2024-12-11T19:45:03+00:00
RMMZ,30000,2024-12-11T19:45:03+00:00
RMNI,1300000,2024-12-11T19:45:03+00:00
RMR,450000,2024-12-11T19:45:03+00:00
RMRK,10000000,2024-12-11T19:45:03+00:00
RMRYF,45000,2024-12-11T19:45:03+00:00
RMSG,30000,2024-12-11T19:45:03+00:00
RMSL,2900000,2024-12-11T19:45:03+00:00
RMT,70000,2024-12-11T19:45:03+00:00
RMTD,10000000,2024-12-11T19:45:03+00:00
RMTG,65000,2024-12-11T19:45:03+00:00
RMTI,6100000,2024-12-11T19:45:03+00:00
RMTN,500,2024-12-11T19:45:03+00:00
RMTO,25000,2024-12-11T19:45:03+00:00
RNA,2500000,2024-12-11T19:45:03+00:00
RNAC,150000,2024-12-11T19:45:03+00:00
RNAZ,800,2024-12-11T19:45:03+00:00
RNBI,100000,2024-12-11T19:45:03+00:00
RNCP,8000,2024-12-11T19:45:03+00:00
RND,1000,2024-12-11T19:45:03+00:00
RNECY,40000,2024-12-11T19:45:03+00:00
RNG,1200000,2024-12-11T19:45:03+00:00
RNGC,200000,2024-12-11T19:45:03+00:00
RNGE,900000,2024-12-11T19:45:03+00:00
RNGG,150000,2024-12-11T19:45:03+00:00
RNGR,550000,2024-12-11T19:45:03+00:00
RNLSY,30000,2024-12-11T19:45:03+00:00
RNLXY,1100000,2024-12-11T19:45:03+00:00
RNMBY,30000,2024-12-11T19:45:03+00:00
RNP,300000,2024-12-11T19:45:03+00:00
RNR,1400000,2024-12-11T19:45:03+00:00
RNR PRF,15000,2024-12-11T19:45:03+00:00
RNR PRG,70000,2024-12-11T19:45:03+00:00
RNRG,60000,2024-12-11T19:45:03+00:00
RNRTY,100,2024-12-11T19:45:03+00:00
RNST,1700000,2024-12-11T19:45:03+00:00
RNVA,10000000,2024-12-11T19:45:03+00:00
RNVT,85000,2024-12-11T19:45:03+00:00
RNW,200000,2024-12-11T19:45:03+00:00
RNWEY,1000,2024-12-11T19:45:03+00:00
RNWF,2000000,2024-12-11T19:45:03+00:00
RNWR,100000,2024-12-11T19:45:03+00:00
RNXT,1600000,2024-12-11T19:45:03+00:00
ROAD,1300000,2024-12-11T19:45:03+00:00
ROAM,45000,2024-12-11T19:45:03+00:00
ROBK,550000,2024-12-11T19:45:03+00:00
ROBO,40000,2024-12-11T19:45:03+00:00
ROBOF,2000,2024-12-11T19:45:03+00:00
ROBT,9000,2024-12-11T19:45:03+00:00
ROCK,750000,2024-12-11T19:45:03+00:00
ROCLF,60000,2024-12-11T19:45:03+00:00
RODM,3000,2024-12-11T19:45:03+00:00
ROE,1000,2024-12-11T19:45:03+00:00
ROG,300000,2024-12-11T19:45:03+00:00
ROGI,100000,2024-12-11T19:45:03+00:00
ROGP,35000,2024-12-11T19:45:03+00:00
ROHCY,5000,2024-12-11T19:45:03+00:00
ROIC,5700000,2024-12-11T19:45:03+00:00
ROICU,500,2024-12-11T19:45:03+00:00
ROII,1600000,2024-12-11T19:45:03+00:00
ROIUF,600,2024-12-11T19:45:03+00:00
ROIV,10000000,2024-12-11T19:45:03+00:00
ROK,4100000,2024-12-11T19:45:03+00:00
ROKRF,4100000,2024-12-11T19:45:03+00:00
ROKU,2900000,2024-12-11T19:45:03+00:00
ROL,5700000,2024-12-11T19:45:03+00:00
ROLR,2000,2024-12-11T19:45:03+00:00
ROM,55000,2024-12-11T19:45:03+00:00
ROMA,250000,2024-12-11T19:45:03+00:00
ROMJF,250000,2024-12-11T19:45:03+00:00
ROOT,750000,2024-12-11T19:45:03+00:00
ROP,5100000,2024-12-11T19:45:03+00:00
RORO,6000,2024-12-11T19:45:03+00:00
ROSGQ,150000,2024-12-11T19:45:03+00:00
ROST,10000000,2024-12-11T19:45:03+00:00
ROTH,2400000,2024-12-11T19:45:03+00:00
ROVMF,250000,2024-12-11T19:45:03+00:00
ROWC,800000,2024-12-11T19:45:03+00:00
ROYE,1000,2024-12-11T19:45:03+00:00
ROYL,1200000,2024-12-11T19:45:03+00:00
ROYMY,1000,2024-12-11T19:45:03+00:00
ROYTL,2500000,2024-12-11T19:45:03+00:00
RPAR,500000,2024-12-11T19:45:03+00:00
RPAY,500000,2024-12-11T19:45:03+00:00
RPBC,550000,2024-12-11T19:45:03+00:00
RPD,1600000,2024-12-11T19:45:03+00:00
RPFG,45000,2024-12-11T19:45:03+00:00
RPHS,2000,2024-12-11T19:45:03+00:00
RPID,1500000,2024-12-11T19:45:03+00:00
RPID.OLD1,65000,2024-12-11T19:45:03+00:00
RPM,4200000,2024-12-11T19:45:03+00:00
RPMM,1000000,2024-12-11T19:45:03+00:00
RPMT,550000,2024-12-11T19:45:03+00:00
RPRX,10000000,2024-12-11T19:45:03+00:00
RPT,2000000,2024-12-11T19:45:03+00:00
RPTX,550000,2024-12-11T19:45:03+00:00
RPV,65000,2024-12-11T19:45:03+00:00
RQI,1300000,2024-12-11T19:45:03+00:00
RQI.FRAC,60000,2024-12-11T19:45:03+00:00
RR,3300000,2024-12-11T19:45:03+00:00
RRACF,400000,2024-12-11T19:45:03+00:00
RRAUF,400,2024-12-11T19:45:03+00:00
RRBI,50000,2024-12-11T19:45:03+00:00
RRC,10000000,2024-12-11T19:45:03+00:00
RRETY,300,2024-12-11T19:45:03+00:00
RRGB,400000,2024-12-11T19:45:03+00:00
RRGI,100000,2024-12-11T19:45:03+00:00
RRHI,2400000,2024-12-11T19:45:03+00:00
RRIF,10000,2024-12-11T19:45:03+00:00
RROYF,100000,2024-12-11T19:45:03+00:00
RRR,3000000,2024-12-11T19:45:03+00:00
RRRLF,1000000,2024-12-11T19:45:03+00:00
RRSFF,15000,2024-12-11T19:45:03+00:00
RRTS,200000,2024-12-11T19:45:03+00:00
RRX,1700000,2024-12-11T19:45:03+00:00
RS,1800000,2024-12-11T19:45:03+00:00
RSASF,100000,2024-12-11T19:45:03+00:00
RSAU,20000,2024-12-11T19:45:03+00:00
RSBT,350000,2024-12-11T19:45:03+00:00
RSBY,80000,2024-12-11T19:45:03+00:00
RSCF,700000,2024-12-11T19:45:03+00:00
RSCI,4000,2024-12-11T19:45:03+00:00
RSF,1000,2024-12-11T19:45:03+00:00
RSG,6000000,2024-12-11T19:45:03+00:00
RSGC,200000,2024-12-11T19:45:03+00:00
RSGR,10000000,2024-12-11T19:45:03+00:00
RSGUF,1000000,2024-12-11T19:45:03+00:00
RSHN,10000000,2024-12-11T19:45:03+00:00
RSI,5500000,2024-12-11T19:45:03+00:00
RSJN,100,2024-12-11T19:45:03+00:00
RSKD,1900000,2024-12-11T19:45:03+00:00
RSKIA,7000,2024-12-11T19:45:03+00:00
RSLS,35000,2024-12-11T19:45:03+00:00
RSMC,5000,2024-12-11T19:45:03+00:00
RSMI,2900000,2024-12-11T19:45:03+00:00
RSMXF,50000,2024-12-11T19:45:03+00:00
RSNVF,3500000,2024-12-11T19:45:03+00:00
RSP,1100000,2024-12-11T19:45:03+00:00
RSPA,200,2024-12-11T19:45:03+00:00
RSPC,1000,2024-12-11T19:45:03+00:00
RSPD,1000,2024-12-11T19:45:03+00:00
RSPE,100,2024-12-11T19:45:03+00:00
RSPF,50000,2024-12-11T19:45:03+00:00
RSPG,10000,2024-12-11T19:45:03+00:00
RSPH,100000,2024-12-11T19:45:03+00:00
RSPI,4300000,2024-12-11T19:45:03+00:00
RSPM,1000,2024-12-11T19:45:03+00:00
RSPN,9000,2024-12-11T19:45:03+00:00
RSPNQ,50000,2024-12-11T19:45:03+00:00
RSPR,15000,2024-12-11T19:45:03+00:00
RSPS,15000,2024-12-11T19:45:03+00:00
RSPT,40000,2024-12-11T19:45:03+00:00
RSPU,35000,2024-12-11T19:45:03+00:00
RSRBF,10000,2024-12-11T19:45:03+00:00
RSSB,150000,2024-12-11T19:45:03+00:00
RSSFF,300000,2024-12-11T19:45:03+00:00
RSSL,30000,2024-12-11T19:45:03+00:00
RSSS,1800000,2024-12-11T19:45:03+00:00
RSST,150000,2024-12-11T19:45:03+00:00
RSSY,100000,2024-12-11T19:45:03+00:00
RSTRF,15000,2024-12-11T19:45:03+00:00
RSVR,350000,2024-12-11T19:45:03+00:00
RTAI,1000,2024-12-11T19:45:03+00:00
RTBC,55000,2024-12-11T19:45:03+00:00
RTC,65000,2024-12-11T19:45:03+00:00
RTGC,2000,2024-12-11T19:45:03+00:00
RTH,45000,2024-12-11T19:45:03+00:00
RTKHQ,850000,2024-12-11T19:45:03+00:00
RTME,200,2024-12-11T19:45:03+00:00
RTMNF,3,2024-12-11T19:45:03+00:00
RTMVY,950000,2024-12-11T19:45:03+00:00
RTNB,40000,2024-12-11T19:45:03+00:00
RTO,1000000,2024-12-11T19:45:03+00:00
RTON,650000,2024-12-11T19:45:03+00:00
RTSL,200000,2024-12-11T19:45:03+00:00
RTSO,400,2024-12-11T19:45:03+00:00
RTWW,400000,2024-12-11T19:45:03+00:00
RTX,10000000,2024-12-11T19:45:03+00:00
RUBLF,10000,2024-12-11T19:45:03+00:00
RUDN,800,2024-12-11T19:45:03+00:00
RULE,200,2024-12-11T19:45:03+00:00
RUM,450000,2024-12-11T19:45:03+00:00
RUN,2400000,2024-12-11T19:45:03+00:00
RUNI,16,2024-12-11T19:45:03+00:00
RUPRF,3000,2024-12-11T19:45:03+00:00
RUSHA,900000,2024-12-11T19:45:03+00:00
RUSHB,65000,2024-12-11T19:45:03+00:00
RUSMF,25000,2024-12-11T19:45:03+00:00
RUSOE,75000,2024-12-11T19:45:03+00:00
RVCB,8000,2024-12-11T19:45:03+00:00
RVLGF,550000,2024-12-11T19:45:03+00:00
RVLPQ,3000000,2024-12-11T19:45:03+00:00
RVLT,850000,2024-12-11T19:45:03+00:00
RVLTF,1600000,2024-12-11T19:45:03+00:00
RVLV,850000,2024-12-11T19:45:03+00:00
RVLWF,100000,2024-12-11T19:45:03+00:00
RVMD,2200000,2024-12-11T19:45:03+00:00
RVNC,3400000,2024-12-11T19:45:03+00:00
RVP,500000,2024-12-11T19:45:03+00:00
RVPH,800000,2024-12-11T19:45:03+00:00
RVSB,200000,2024-12-11T19:45:03+00:00
RVSDF,2400000,2024-12-11T19:45:03+00:00
RVSN,450000,2024-12-11T19:45:03+00:00
RVT,95000,2024-12-11T19:45:03+00:00
RVTY,6800000,2024-12-11T19:45:03+00:00
RVVQF,1100000,2024-12-11T19:45:03+00:00
RVVTF,900000,2024-12-11T19:45:03+00:00
RVXCF,350000,2024-12-11T19:45:03+00:00
RVYL,100000,2024-12-11T19:45:03+00:00
RWAY,800000,2024-12-11T19:45:03+00:00
RWAYL,70000,2024-12-11T19:45:03+00:00
RWAYZ,100000,2024-12-11T19:45:03+00:00
RWCB,4000,2024-12-11T19:45:03+00:00
RWCRF,20000,2024-12-11T19:45:03+00:00
RWEOY,4000,2024-12-11T19:45:03+00:00
RWJ,1000,2024-12-11T19:45:03+00:00
RWK,15000,2024-12-11T19:45:03+00:00
RWL,6000,2024-12-11T19:45:03+00:00
RWM,85000,2024-12-11T19:45:03+00:00
RWMI,60000,2024-12-11T19:45:03+00:00
RWO,20000,2024-12-11T19:45:03+00:00
RWR,2100000,2024-12-11T19:45:03+00:00
RWRD,6000,2024-12-11T19:45:03+00:00
RWRDP,65000,2024-12-11T19:45:03+00:00
RWT,2500000,2024-12-11T19:45:03+00:00
RWT PRA,60000,2024-12-11T19:45:03+00:00
RWTN,85000,2024-12-11T19:45:03+00:00
RWTO,70000,2024-12-11T19:45:03+00:00
RWWI,7100000,2024-12-11T19:45:03+00:00
RWX,200000,2024-12-11T19:45:03+00:00
RXAF,400000,2024-12-11T19:45:03+00:00
RXD,400,2024-12-11T19:45:03+00:00
RXEEY,15000,2024-12-11T19:45:03+00:00
RXEI,450000,2024-12-11T19:45:03+00:00
RXI,300,2024-12-11T19:45:03+00:00
RXL,6000,2024-12-11T19:45:03+00:00
RXO,2900000,2024-12-11T19:45:03+00:00
RXPC,10000000,2024-12-11T19:45:03+00:00
RXRX,3800000,2024-12-11T19:45:03+00:00
RXST,1400000,2024-12-11T19:45:03+00:00
RXT,400000,2024-12-11T19:45:03+00:00
RY,3500000,2024-12-11T19:45:03+00:00
RYAAY,3400000,2024-12-11T19:45:03+00:00
RYAM,2700000,2024-12-11T19:45:03+00:00
RYAN,3800000,2024-12-11T19:45:03+00:00
RYCEY,3600000,2024-12-11T19:45:03+00:00
RYDE,300000,2024-12-11T19:45:03+00:00
RYES,250000,2024-12-11T19:45:03+00:00
RYHTY,3000,2024-12-11T19:45:03+00:00
RYI,450000,2024-12-11T19:45:03+00:00
RYKKY,300,2024-12-11T19:45:03+00:00
RYMM,500000,2024-12-11T19:45:03+00:00
RYN,7700000,2024-12-11T19:45:03+00:00
RYPE,600000,2024-12-11T19:45:03+00:00
RYPPF,1500000,2024-12-11T19:45:03+00:00
RYSE,100,2024-12-11T19:45:03+00:00
RYTM,1000000,2024-12-11T19:45:03+00:00
RYWCF,20000,2024-12-11T19:45:03+00:00
RZB,15000,2024-12-11T19:45:03+00:00
RZC,10000,2024-12-11T19:45:03+00:00
RZLT,1600000,2024-12-11T19:45:03+00:00
RZLV,25000,2024-12-11T19:45:03+00:00
RZV,10000,2024-12-11T19:45:03+00:00
S,6300000,2024-12-11T19:45:03+00:00
SA,1500000,2024-12-11T19:45:03+00:00
SAA,3000,2024-12-11T19:45:03+00:00
SAABY,10000,2024-12-11T19:45:03+00:00
SABA,200000,2024-12-11T19:45:03+00:00
SABK,7000,2024-12-11T19:45:03+00:00
SABOF,8000,2024-12-11T19:45:03+00:00
SABR,9200000,2024-12-11T19:45:03+00:00
SABS,300000,2024-12-11T19:45:03+00:00
SACC,90000,2024-12-11T19:45:03+00:00
SACH,1000000,2024-12-11T19:45:03+00:00
SACH PRA,20000,2024-12-11T19:45:03+00:00
SAEI,500000,2024-12-11T19:45:03+00:00
SAEYY,100,2024-12-11T19:45:03+00:00
SAFE,2300000,2024-12-11T19:45:03+00:00
SAFRY,350000,2024-12-11T19:45:03+00:00
SAFS,10000000,2024-12-11T19:45:03+00:00
SAFT,300000,2024-12-11T19:45:03+00:00
SAG,10000,2024-12-11T19:45:03+00:00
SAGD,10000000,2024-12-11T19:45:03+00:00
SAGE,700000,2024-12-11T19:45:03+00:00
SAGGF,350000,2024-12-11T19:45:03+00:00
SAGP,3000,2024-12-11T19:45:03+00:00
SAH,50000,2024-12-11T19:45:03+00:00
SAIA,900000,2024-12-11T19:45:03+00:00
SAIC,950000,2024-12-11T19:45:03+00:00
SAIH,100000,2024-12-11T19:45:03+00:00
SAJ,20000,2024-12-11T19:45:03+00:00
SAJFY,1000,2024-12-11T19:45:03+00:00
SAKL,500000,2024-12-11T19:45:03+00:00
SALM,350000,2024-12-11T19:45:03+00:00
SALN,1000000,2024-12-11T19:45:03+00:00
SALRY,2000,2024-12-11T19:45:03+00:00
SAM,450000,2024-12-11T19:45:03+00:00
SAMG,200000,2024-12-11T19:45:03+00:00
SAML,500000,2024-12-11T19:45:03+00:00
SAMM,500,2024-12-11T19:45:03+00:00
SAMT,25000,2024-12-11T19:45:03+00:00
SAN,6800000,2024-12-11T19:45:03+00:00
SANA,250000,2024-12-11T19:45:03+00:00
SAND,4200000,2024-12-11T19:45:03+00:00
SANG,100000,2024-12-11T19:45:03+00:00
SANM,1600000,2024-12-11T19:45:03+00:00
SANP,10000000,2024-12-11T19:45:03+00:00
SANT,2000,2024-12-11T19:45:03+00:00
SANW,250000,2024-12-11T19:45:03+00:00
SAP,250000,2024-12-11T19:45:03+00:00
SAPIF,3900000,2024-12-11T19:45:03+00:00
SAPMY,60000,2024-12-11T19:45:03+00:00
SAPX,10000000,2024-12-11T19:45:03+00:00
SAR,300000,2024-12-11T19:45:03+00:00
SARA,950000,2024-12-11T19:45:03+00:00
SARK,3000,2024-12-11T19:45:03+00:00
SARO,150000,2024-12-11T19:45:03+00:00
SASKF,800000,2024-12-11T19:45:03+00:00
SASR,2000000,2024-12-11T19:45:03+00:00
SAT,50000,2024-12-11T19:45:03+00:00
SATL,22,2024-12-11T19:45:03+00:00
SATO,5000,2024-12-11T19:45:03+00:00
SATS,1400000,2024-12-11T19:45:03+00:00
SATT,200000,2024-12-11T19:45:03+00:00
SATX,300000,2024-12-11T19:45:03+00:00
SAUG,800,2024-12-11T19:45:03+00:00
SAUHY,10000,2024-12-11T19:45:03+00:00
SAVA,100000,2024-12-11T19:45:03+00:00
SAVEQ,2100000,2024-12-11T19:45:03+00:00
SAVW,1000,2024-12-11T19:45:03+00:00
SAXPY,25000,2024-12-11T19:45:03+00:00
SAY,60000,2024-12-11T19:45:03+00:00
SAYFF,20000,2024-12-11T19:45:03+00:00
SAZ,40000,2024-12-11T19:45:03+00:00
SB,1400000,2024-12-11T19:45:03+00:00
SB PRC,50000,2024-12-11T19:45:03+00:00
SB PRD,200000,2024-12-11T19:45:03+00:00
SBAC,3500000,2024-12-11T19:45:03+00:00
SBB,1000,2024-12-11T19:45:03+00:00
SBBA,100000,2024-12-11T19:45:03+00:00
SBBCF,400000,2024-12-11T19:45:03+00:00
SBC,25000,2024-12-11T19:45:03+00:00
SBCF,1800000,2024-12-11T19:45:03+00:00
SBCO,10000,2024-12-11T19:45:03+00:00
SBDG,1000,2024-12-11T19:45:03+00:00
SBES,10000000,2024-12-11T19:45:03+00:00
SBET,50000,2024-12-11T19:45:03+00:00
SBEV,250000,2024-12-11T19:45:03+00:00
SBFG,40000,2024-12-11T19:45:03+00:00
SBFM,6000,2024-12-11T19:45:03+00:00
SBGI,550000,2024-12-11T19:45:03+00:00
SBGSY,500000,2024-12-11T19:45:03+00:00
SBH,2100000,2024-12-11T19:45:03+00:00
SBI,35000,2024-12-11T19:45:03+00:00
SBIG,400000,2024-12-11T19:45:03+00:00
SBIO,3000,2024-12-11T19:45:03+00:00
